mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator,param_estimator__max_depth,param_estimator__max_leaf_nodes,param_estimator__min_samples_split,param_estimator__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.04445319175720215,0.03901982987253511,0.0009481430053710938,2.1235802444305698e-05,"LinearRegression(copy_X=True, fit_intercept=True, n_jobs=-1, normalize=False)",,,,,"{'estimator': LinearRegression(copy_X=True, fit_intercept=True, n_jobs=-1, normalize=False)}",0.8184193563729979,0.8129270769299011,0.8290016752075031,0.8200799632845781,0.850579652915581,0.8262015449421123,0.013239188795327227,640
0.42535991668701173,0.13222465978044756,0.021854352951049805,0.0024450403338722084,"RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False)",4,8,8,50,"{'estimator': RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False), 'estimator__max_depth': 4, 'estimator__max_leaf_nodes': 8, 'estimator__min_samples_split': 8, 'estimator__n_estimators': 50}",0.8212753499159147,0.8020176001146724,0.782231437512873,0.8475654574085848,0.8422637774599587,0.8190707244824008,0.024505795230438412,710
0.32599577903747556,0.019687917429837692,0.04445304870605469,0.014290598450431425,"RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False)",4,8,8,100,"{'estimator': RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False), 'estimator__max_depth': 4, 'estimator__max_leaf_nodes': 8, 'estimator__min_samples_split': 8, 'estimator__n_estimators': 100}",0.8234364087557278,0.8066212986113007,0.7778610223044635,0.849768379569023,0.8404487040371802,0.819627162655539,0.025573825985752842,698
0.48075642585754397,0.03769545858894236,0.06252040863037109,0.012831506036414074,"RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False)",4,8,8,150,"{'estimator': RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False), 'estimator__max_depth': 4, 'estimator__max_leaf_nodes': 8, 'estimator__min_samples_split': 8, 'estimator__n_estimators': 150}",0.8246471846503479,0.8127602237070833,0.7772267971760805,0.8506837648204923,0.8416189836698464,0.8213873908047701,0.02570138976013801,678
0.17600340843200685,0.02199609635234485,0.019757986068725586,0.00782447480215663,"RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False)",4,8,10,50,"{'estimator': RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False), 'estimator__max_depth': 4, 'estimator__max_leaf_nodes': 8, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 50}",0.8212753499159147,0.8020176001146724,0.782231437512873,0.8480155189842598,0.8427738101130131,0.8192627433281465,0.02470730875432572,708
0.32351245880126955,0.011743403218474092,0.041364192962646484,0.017499479311567857,"RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False)",4,8,10,100,"{'estimator': RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False), 'estimator__max_depth': 4, 'estimator__max_leaf_nodes': 8, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 100}",0.8234364087557278,0.8066212986113007,0.7784485530147344,0.8501744591731143,0.8405813242086927,0.819852408752714,0.025500201094288064,689
0.5215290546417236,0.0182146701770263,0.06908044815063477,0.030974733891285647,"RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False)",4,8,10,150,"{'estimator': RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False), 'estimator__max_depth': 4, 'estimator__max_leaf_nodes': 8, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 150}",0.8246471846503479,0.8127602237070833,0.7776110184965414,0.8512060472414222,0.8417280881777949,0.821590512454638,0.02570647774317042,673
0.17516427040100097,0.015566774849304731,0.02438488006591797,0.0044129517430946,"RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False)",4,8,12,50,"{'estimator': RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False), 'estimator__max_depth': 4, 'estimator__max_leaf_nodes': 8, 'estimator__min_samples_split': 12, 'estimator__n_estimators': 50}",0.8207393380366718,0.8015515556073215,0.7825621990754694,0.8485690099540204,0.8430931929473244,0.8193030591241615,0.024857738902161645,707
0.3198562145233154,0.012960156354078434,0.038009929656982425,0.004829917080559911,"RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False)",4,8,12,100,"{'estimator': RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False), 'estimator__max_depth': 4, 'estimator__max_leaf_nodes': 8, 'estimator__min_samples_split': 12, 'estimator__n_estimators': 100}",0.8232001297901882,0.8069184476594098,0.7795996269237095,0.8502190464246204,0.840936191871607,0.820174688533907,0.025159174483658318,688
0.471540641784668,0.016419913031994613,0.04985103607177734,0.011241999458924887,"RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False)",4,8,12,150,"{'estimator': RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=-1, oob_score=False,
                      random_state=42, verbose=0, warm_start=False), 'estimator__max_depth': 4, 'estimator__max_leaf_nodes': 8, 'estimator__min_samples_split': 12, 'estimator__n_estimators': 150}",0.8243966949695746,0.8131555868195548,0.7784197680696218,0.8512167757740005,0.84239017078093,0.8219157992827363,0.025505089722206234,668
