0,1,2,3,4,5,6,7
-1.8260760516440833,2.868112924104313,0.19200333300823597,-0.09317417268862402,-0.19930652988346642,0.22084757829156462,0.7863361636314106,-0.12499282890066858
-1.447546355037506,2.913005424636257,0.46127059531816605,-0.1624940953566345,-0.338155085399917,0.3782540766352986,1.4746751963640912,-0.39713631148329587
-1.9962711644853164,2.8548587270153662,0.1321696866266084,-0.078074828169376,-0.22317577175935824,0.2656424450157688,0.8091590478134055,-0.14605531401634758
2.6299782685648316,-0.5839631642575954,0.050519274468111525,2.1682178305338606,-0.33203579945060485,-0.6539419955369885,1.185215379050825,-0.05710908784537021
-1.9125380933173664,-1.545614620625956,2.3723379833545257,-0.6278616616976491,-1.904068178654626,-0.25421412195680937,0.04517463987410076,-0.19278242319859312
3.8190308534862645,1.2100285528684271,1.5164693660583253,-0.3799637691895096,0.2888179426712298,-0.6778902364574143,0.2758018419418665,0.14908420393092953
-0.5773870246897815,0.9651423418823213,-0.7616171044768054,0.07977735846028598,0.32485822767858186,-0.3551043647667612,-1.8203825231407702,-0.22665737091891705
-2.056747264833899,-1.5156167071172875,2.375800645217596,-0.6080294331054364,-2.10328388722861,0.0490368709267114,0.7284679995639217,-0.6661045271904614
-0.3164998508102022,2.8588735977340205,0.8210394989774421,-0.005280897657956125,0.12860885116585272,-0.4262578521654115,0.2530371607729934,1.3825160687072553
2.6942668830872663,1.1255534237896614,0.8156204385605454,-0.15964651998638665,0.32004675642479247,-0.6396013255720789,-0.47152947282958657,0.20309330276773435
0.35841128853027954,1.0058541239296908,-0.4956326706354431,0.1298480399649671,0.42734608202072044,-0.558861447764677,-1.9191130669943712,0.037078292967765665
-0.4169019050011053,-0.6729112960757231,-1.3066648142946322,2.383641299471108,-0.6701659857111517,0.11398545990160021,1.1751072949360304,-1.3022892250304705
2.3307989336388775,1.0940386700138531,0.5597350826431323,-0.09498030918105381,0.46905376271158805,-0.8133091050014873,-1.1629391044841348,0.477383290834136
